sample,dataset,sample_n,Site,Date,Watershed,site_description,season_tb,wrol_mo_end_member,Month,season,season_n,streamorde,ElevWs,TmeanSite,PrecipSite,RunoffWs,areasqkm,CatAreaSqKm,WsAreaSqKm,slope,PctOw2019Ws,PctMxFst2019Ws,PctDecid2019Ws,PctConif2019Ws,PctCrop2019Ws,PctWdWet2019Ws,PctHbWet2019Ws,PctUrbHi2019Ws,PctImp2019Ws,PopDen2010Ws,RdDensWs,KffactWs,WWTPAllDensWs,OmWs,DamDensWs,HydrlCondWs,ClayWs,SandWs,PermWs,lulc_H,lulc_evenness,latitude_dec_deg,longitude_dec_deg,COMID,total.transformations,number.of.peaks,normalized.transformations,AI.mean,AI.Mod.mean,DBE.mean,DBE.O.mean,KenMass.mean,KenDef.mean,NOSC.mean,HtoC.mean,OtoC.mean,NtoC.mean,PtoC.mean,NtoP.mean,mass.mean,peaks.with.formula,Lignin,Other,Tannin,Protein,Lignin_Amino_Sugar,Lipid_Protein,Lipid,Cond_Hydrocarbon,Unsat_Hydrocarbon,Amino_Sugar,Carbohydrate,Tannin_Cond_Hydrocarbon,Unsat_Hydrocarbon_Cond_Hydrocarbon,Protein_Amino_Sugar,Carbohydrate_Amino_Sugar,Protein_Lignin,Protein_Lignin_Amino_Sugar,Lignin_Tannin,CHONS,CHONP,CHON,CHO,CHOS,CHOP,CHONSP,CHOSP,Lignin_norm,Other_norm,Tannin_norm,Protein_norm,Lignin_Amino_Sugar_norm,Lipid_Protein_norm,Lipid_norm,Cond_Hydrocarbon_norm,Unsat_Hydrocarbon_norm,Amino_Sugar_norm,Carbohydrate_norm,Tannin_Cond_Hydrocarbon_norm,Unsat_Hydrocarbon_Cond_Hydrocarbon_norm,Protein_Amino_Sugar_norm,Carbohydrate_Amino_Sugar_norm,Protein_Lignin_norm,Protein_Lignin_Amino_Sugar_norm,Lignin_Tannin_norm,CHONS_norm,CHONP_norm,CHON_norm,CHO_norm,CHOS_norm,CHOP_norm,CHONSP_norm,CHOSP_norm,tt_hr,q_daily_cms,q_daily_mm,Twat_degC,depth_m,vf_m_day,Da,DOC_mgL,TN_mgL
WROL2019_195,WROL,195,GUN-GUN,2020-02-14,Gunnison,Gunnison,Winter,seasonal,2,Winter,1,5,3105.8026,7.069900036,492.0820007,313.3414,0.2655,0.2655,2645.9361,0.00847858,0.37,2,11.02,40.63,0,3.25,1.84,0.04,0.39,3.6318,0.7292,0.2613,0.0038,0.6992,0.0019,6.8951,18.3092,45.1552,12.0283,0.9175786512306289,0.41760804093273207,38.529203,-106.956087,77013903,71241,6524,10.91983446,0.095441052,0.246244576,9.818541667,-0.169583333,464.9572047,0.39917178,-0.332587859,1.267569422,0.464077456,0.017856675,0.012930608,0.41189759,480.0098866,4800,2058,520,348,839,84,8,152,383,99,155,76,20,8,26,9,3,1,11,94,171,668,2402,308,827,151,179,42.875,10.833333333333334,7.249999999999999,17.479166666666668,1.7500000000000002,0.16666666666666669,3.166666666666667,7.979166666666666,2.0625,3.229166666666667,1.5833333333333335,0.4166666666666667,0.16666666666666669,0.5416666666666667,0.1875,0.0625,0.020833333333333336,0.22916666666666666,1.9583333333333335,3.5624999999999996,13.916666666666666,50.041666666666664,6.416666666666666,17.229166666666668,3.145833333333333,3.729166666666667,3385.753636,6.6552,2.5152534862803373e-6,0,0.5163890041590636,0.0134350288425444,3.6703352016798223,1.089,NA
WROL2019_209,WROL,209,GUN-TUN,2019-10-20,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,6,3008.8585,6.719899654,749.8809814,241.8058,0.1593,0.1593,10283.8923,1e-5,0.52,2,11.89,38.32,0,1.85,1.16,0.02,0.29,1.573,0.7036,0.3031,0.002,0.7453,0.0032,2.9267,21.4569,38.9575,8.7931,0.8705080868851008,0.39618530388935097,38.5292,-107.6483,77013467,65192,6518,10.00184106,0.100981273,0.254513122,10.18396418,0.18966219,468.8123235,0.403079976,-0.293453597,1.246961855,0.463217047,0.020666362,0.012662851,0.51026393,486.7333056,4914,2131,605,362,764,75,7,121,443,103,149,86,18,2,23,9,6,1,9,356,137,565,2291,338,786,220,221,43.36589336589336,12.311762311762312,7.3667073667073675,15.547415547415547,1.5262515262515262,0.14245014245014245,2.4623524623524626,9.015059015059016,2.0960520960520963,3.0321530321530323,1.7501017501017502,0.3663003663003663,0.0407000407000407,0.46805046805046807,0.18315018315018314,0.1221001221001221,0.02035002035002035,0.18315018315018314,7.244607244607244,2.7879527879527877,11.497761497761498,46.621896621896624,6.878306878306878,15.995115995115993,4.477004477004478,4.497354497354497,5819.649746,12.036,1.1703739837882199e-6,11.5,0.6122565372751906,0.02981419572007652,11.80797086855978,3.496,NA
WROL2019_210,WROL,210,GUN-R32,2019-10-18,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,6,3026.719,6.699899673,679.723999,181.9366,0.1422,0.1422,5509.3851,0.00650197,0.21,1.85,8.87,40.02,0,2.46,1.56,0.03,0.35,2.5793,0.7432,0.2859,0.0027,0.7608,0.0022,4.0641,19.1085,42.4693,10.3934,0.8464105387154467,0.38521803708457647,38.5172,-106.9956,77013519,65951,5893,11.19141354,0.088710469,0.240776073,9.683723084,-0.353785599,463.305728,0.395782269,-0.329901759,1.270965342,0.470409101,0.017257619,0.013367991,0.402155887,476.6210617,4319,1896,415,324,783,79,8,117,324,84,145,72,19,8,21,11,2,1,10,88,171,580,2212,233,797,112,126,43.89905070618199,9.608705718916417,7.501736513081732,18.12919657328085,1.8291271127575826,0.18522806205140077,2.708960407501736,7.501736513081732,1.9448946515397085,3.3572586246816396,1.6670525584626072,0.43991664737207686,0.18522806205140077,0.48622366288492713,0.25468858532067606,0.04630701551285019,0.023153507756425096,0.23153507756425099,2.0375086825654085,3.9592498263486915,13.429034498726558,51.21555915721232,5.394767307247048,18.453345681870804,2.593192868719611,2.9173419773095626,1652.755656,10.93152,1.9841633506432506e-6,5.4,0.5371628706735883,0.01953416270646526,2.504299259199382,1.495,NA
WROL2019_211,WROL,211,TAY-TAY,2019-10-18,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,4,3328.9854,10.12489986,2106.576904,314.132,5.0157,5.0157,331.3395,0.01421518,0.07,0.05,0.63,54.17,0,5.33,3.13,0,0.22,0.1582,0.4238,0.2434,0,0.5484,0,6.9308,14.0353,56.1889,17.1891,0.6510502056748114,0.29630571785434184,38.8604,-106.567,77014146,53593,4960,10.80504032,0.072340807,0.207399179,8.170431211,-1.341742446,441.0175157,0.380266537,-0.424063619,1.357115822,0.474237126,0.015305969000000001,0.015184165,0.290766208,452.2174752,3409,1177,385,222,868,56,10,145,225,57,132,64,18,4,21,12,2,1,10,64,166,334,1802,191,751,46,55,34.52625403344089,11.293634496919918,6.512173657964213,25.46201232032854,1.642710472279261,0.2933411557641537,4.253446758580229,6.600176004693459,1.6720445878556762,3.872103256086829,1.8773833968905838,0.5280140803754767,0.11733646230566148,0.6160164271047228,0.3520093869169844,0.05866823115283074,0.02933411557641537,0.2933411557641537,1.8773833968905838,4.8694631856849515,9.797594602522734,52.860076268700496,5.602816075095336,22.029920797887943,1.349369316515107,1.6133763567028454,17.43868602,1.65672,5.000067906180821e-6,6.9,0.3550946599127173,0.02167451060150005,0.04435143494667349,0.906,NA
WROL2019_212,WROL,212,GUN-GUN,2019-10-18,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,5,3105.8026,7.069900036,492.0820007,313.3414,0.2655,0.2655,2645.9361,0.00847858,0.37,2,11.02,40.63,0,3.25,1.84,0.04,0.39,3.6318,0.7292,0.2613,0.0038,0.6992,0.0019,6.8951,18.3092,45.1552,12.0283,0.9175786512306289,0.41760804093273207,38.529203,-106.956087,77013903,68003,5644,12.04872431,0.078629498,0.235147354,9.244535191,-0.782608696,450.5210488,0.385577713,-0.31923604,1.282312857,0.481474833,0.016873377,0.012738066,0.327635328,464.6976026,4163,1827,374,327,772,76,6,128,321,48,147,70,19,7,19,10,2,1,9,56,140,584,2229,241,758,77,78,43.8866202257987,8.98390583713668,7.854912322844103,18.544319000720634,1.8256065337496998,0.1441268316118184,3.0747057410521257,7.710785491232285,1.1530146528945473,3.5311073744895505,1.6814797021378816,0.45640163343742496,0.16814797021378813,0.45640163343742496,0.24021138601969735,0.048042277203939464,0.024021138601969732,0.21619024741772758,1.345183761710305,3.362959404275763,14.028344943550325,53.54311794379053,5.789094403074706,18.20802306029306,1.8496276723516694,1.8736488109536393,3384.628494,8.2128,3.103929834133183e-6,5.9,0.5522903383771293,0.02022303346661384,5.163909462559235,1.42,NA
WROL2019_213,WROL,213,GUN-GRJ,2019-10-20,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,6,2668.0676,7.459899902,463.8739929,211.5858,0.7191,0.7191,20481.6555,1e-5,0.42,1.71,18.3,33.21,3.04,1.39,0.73,0.05,0.48,4.5297,0.7417,0.2939,0.0032,0.6725,0.0118,9.6797,25.0285,33.9764,6.1879,1.0003977303511515,0.45530062819703776,38.983351,-108.45103,77013352,33513,3901,8.590874135,0.060684098,0.196521529,7.920641621,-1.554242296,432.8004811,0.39741692,-0.417130714,1.368418467,0.482870251,0.019086536,0.017467145,0.348717949,444.3726596,2369,910,255,172,576,47,4,107,92,23,101,43,8,1,12,6,2,1,9,63,126,245,1201,80,561,54,39,38.412832418742084,10.764035457999157,7.260447446179823,24.314056563951034,1.9839594765723934,0.16884761502743773,4.51667370198396,3.8834951456310676,0.9708737864077669,4.263402279442803,1.8151118615449557,0.33769523005487545,0.04221190375685943,0.5065428450823132,0.2532714225411566,0.08442380751371886,0.04221190375685943,0.3799071338117349,2.6593499366821445,5.318699873364289,10.341916420430561,50.69649641198818,3.376952300548755,23.680878007598142,2.2794428028704092,1.646264246517518,3296.905491,51.2592,2.502688320287391e-6,10.5,0.8482102377718406,0.02781762822296688,4.5051768590126775,4,NA
WROL2019_215,WROL,215,TAY-RES,2019-10-18,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,5,3313.7191,10.57489967,2062.281006,312.8911,4.4595,4.4595,662.6592,0.02644614,1.23,0.05,0.79,55.6,0,4.61,2.54,0.01,0.21,0.1595,0.513,0.2413,0,0.6731,0.0015,11.4205,14.1626,55.7678,16.4067,0.6715162327798733,0.3056202081964596,38.8183,-106.6086,77014098,73079,6691,10.92198476,0.103032976,0.258582893,10.34101563,0.06875,474.0033241,0.402145893,-0.284408915,1.237905603,0.469346704,0.017658126,0.01195178,0.529585799,492.4545027,5120,2080,593,400,895,80,8,116,514,105,166,77,24,10,25,14,2,2,9,134,132,626,2634,374,793,243,184,40.625,11.58203125,7.8125,17.48046875,1.5625,0.15625,2.265625,10.0390625,2.05078125,3.2421875000000004,1.50390625,0.46875,0.1953125,0.48828125,0.2734375,0.0390625,0.0390625,0.17578125,2.6171875,2.578125,12.2265625,51.44531249999999,7.3046875,15.48828125,4.74609375,3.5937499999999996,10869.1026,3.8232,5.769481507236298e-6,8.9,0.3601030342641058,0.0248974746733089,31.31201130371291,2.006,NA
WROL2019_216,WROL,216,EAS-ALM,2019-10-18,Gunnison,Gunnison,Fall,seasonal,10,Fall,4,4,3130.6144,9.154899597,1315.511963,315.8472,3.1644,3.1644,749.4102,0.00856535,0.11,2.51,16.16,29.29,0,4.03,2.41,0.04,0.53,5.7807,0.8773,0.274,0.008,0.6732,0.0027,6.1895,19.2246,41.1091,10.7381,1.0042875478610058,0.4570709604379824,38.6644,-106.8475,77014019,47057,4327,10.87520222,0.069568081,0.214996084,8.492724196,-1.107952623,439.6349946,0.386498333,-0.384966357,1.328324902,0.477621323,0.017698686,0.0152302,0.256027555,447.6939226,2955,1332,271,178,626,61,9,98,142,27,107,55,11,4,16,7,2,1,8,55,132,403,1524,102,649,30,60,45.076142131979694,9.170896785109983,6.023688663282572,21.184433164128595,2.0642978003384096,0.3045685279187817,3.3164128595600673,4.805414551607445,0.9137055837563453,3.620981387478849,1.8612521150592216,0.3722504230118443,0.1353637901861252,0.5414551607445008,0.23688663282571912,0.0676818950930626,0.0338409475465313,0.2707275803722504,1.8612521150592216,4.467005076142132,13.637901861252116,51.5736040609137,3.451776649746193,21.962774957698816,1.015228426395939,2.030456852791878,32.84134904,2.200464,2.9362610757099382e-6,9.9,0.4994165321901232,0.02668445263902194,0.07311477215357859,1.03,NA
RC2_0001,YRB,1,T06,2021-04-20,Yakima,American River,Spring,NA,4,Spring,2,3,1463.5289,11.6548996,1110.344971,1032.4096,11.9232,11.9232,206.2035,0.01734268,0.16,0.04,0.06,65.64,0,1.32,0.09,0.01,0.19,0.6106,0.2634,0.2271,0,1.1919,0,8.7143,6.0392,63.6134,12.4812,0.3704772293507617,0.16861145336354538,46.97761606,-121.168696,78017752,73556,6879,10.69283326,0.087684742,0.241402166,10.47435638,-0.115751064,480.8570967,0.407040514,-0.347366584,1.267309537,0.466122845,0.015044118,0.014989214,0.416246851,508.6109762,4933,2205,572,413,764,84,7,140,320,115,146,93,22,9,20,9,3,1,10,67,217,533,2415,330,1022,209,140,44.698966146361244,11.595378066085546,8.372187309953375,15.487532941414962,1.7028177579566186,0.1419014798297182,2.8380295965943643,6.48692479221569,2.3312385972025136,2.9596594364484083,1.8852625177376852,0.44597607946482876,0.18244475978106628,0.4054327995134806,0.18244475978106628,0.0608149199270221,0.020271639975674032,0.2027163997567403,1.35819987837016,4.398945874721265,10.804784107034259,48.95601054125279,6.68964119197243,20.71761605513886,4.236772754915872,2.8380295965943643,17.9185943,15.23616,7.388894950861649e-5,4.3,0.655467596634691,0.01810012196283481,0.02061688123471758,1,0.22
RC2_0002,YRB,2,T05P,2021-04-20,Yakima,Little Naches at Nile,Spring,NA,4,Spring,2,4,1311.284,11.59490013,1144.499023,1028.1392,1.2276,1.2276,383.8644,0.0055638,0.05,0,0.05,78.14,0,0.73,0.04,0.02,0.18,1.4189,0.4091,0.2785,0,0.8758,0,4.9534,9.9812,51.3773,9.8441,0.25247148429917055,0.11490472430690335,46.74573,-120.76808,78018214,72788,7223,10.07725322,0.097756625,0.253199679,11.11945132,0.061154506,498.4883985,0.426595283,-0.310190879,1.239267438,0.470285837,0.01360614,0.014371111,0.435045317,527.4849039,5249,2283,633,479,807,85,6,103,411,123,155,85,25,7,22,10,4,1,10,99,187,452,2670,373,1043,256,169,43.49399885692513,12.059439893313012,9.125547723375881,15.374357020384835,1.6193560678224423,0.1143074871404077,1.9622785292436655,7.830062869117928,2.3433034863783577,2.952943417793865,1.6193560678224423,0.4762811964183654,0.13335873499714232,0.41912745284816155,0.19051247856734616,0.07620499142693847,0.019051247856734618,0.19051247856734616,1.8860735378167268,3.562583349209373,8.611164031244046,50.86683177748142,7.106115450562012,19.870451514574206,4.877119451324062,3.21966088778815,50.86280385,132.36768,3.448292678352043e-4,4.97,0.9584348932040816,0.01896053166098196,0.04192537444824344,2.49,0.2
RC2_0003,YRB,3,T41,2021-04-20,Yakima,Naches River Craig Road 1,Spring,NA,4,Spring,2,6,1314.7796,11.51489925,1079.244019,1028.5995,10.44,10.44,2465.9001,0.00603894,0.86,0.01,0.06,70.8,0.25,0.96,0.14,0.03,0.5,1.5408,0.7453,0.3026,4e-4,1.0333,0.0016,6.424,16.0442,41.3047,6.5142,0.388459130031949,0.17679536904820764,NA,NA,NA,73179,7454,9.817413469,0.093973504,0.244966087,10.88470234,-0.106443105,496.4880416,0.425561883,-0.330905872,1.258187325,0.47008464,0.014141487,0.01500212,0.421928817,526.3748674,5308,2277,691,462,837,84,8,120,366,132,163,94,22,8,20,11,2,1,10,91,222,470,2609,396,1100,242,178,42.897513187641295,13.0180859080633,8.703843255463452,15.768651092690277,1.5825169555388092,0.15071590052750566,2.260738507912585,6.895252449133384,2.4868123587038435,3.070836473247928,1.7709118311981915,0.4144687264506406,0.15071590052750566,0.37678975131876413,0.2072343632253203,0.037678975131876416,0.018839487565938208,0.18839487565938207,1.714393368500377,4.182366239638282,8.854559155990957,49.15222305953278,7.46043707611153,20.723436322532027,4.559155990957046,3.3534287867370005,23.00541749,30.659232,1.2433282272870665e-5,7.9,NA,0.0232301652761493,NA,2.94,0.3
RC2_0004,YRB,4,T03,2021-04-21,Yakima,Yakima at Union Gap,Spring,NA,4,Spring,2,7,1030.176,11.06999969,257.7569885,674.3999,0.3294,0.3294,8977.0689,8.4745e-4,0.93,0.05,0.08,41.44,3.48,0.78,0.2,0.24,1.45,20.511,1.3432,0.3254,0.0113,1.0067,0.0028,19.5435,19.0051,35.0875,5.1981,0.661078420076701,0.30086975491515394,46.53429376,-120.4672855,78018211,73391,7213,10.17482324,0.097759945,0.255254129,11.14610935,0.132487404,495.5812923,0.426610059,-0.283971554,1.228890378,0.475297344,0.015108141,0.014246624,0.444312091,523.2694253,5359,2364,676,502,733,94,5,103,419,120,161,109,22,8,21,10,2,1,9,118,190,563,2570,429,1065,270,154,44.11270759470051,12.61429371151334,9.367419294644524,13.677924986004852,1.7540585930210861,0.09330098899048331,1.9220003732039561,7.8186228774025,2.239223735771599,3.004291845493562,2.0339615599925356,0.4105243515581265,0.1492815823847733,0.3918641537600299,0.18660197798096662,0.03732039559619332,0.01866019779809666,0.16794178018286995,2.201903340175406,3.545437581638365,10.505691360328418,47.95670834110842,8.005224855383467,19.87311065497294,5.038253405486098,2.8736704609068857,102.3336054,194.2752,2.1641273133149285e-5,8,1.0680317890858524,0.0233917438535534,0.09338679138537444,1.85,0.2
RC2_0005,YRB,5,T02,2021-04-21,Yakima,Yakima at Mabton,Spring,NA,4,Spring,2,7,904.5658,11.14989948,260.2550049,503.1249,53.6166,53.6166,13461.462,4.0288e-4,0.7,0.05,0.07,32.51,9.84,0.93,0.58,0.21,1.42,19.2646,1.3932,0.355,0.0108,0.9292,0.0022,17.873,18.2332,33.1702,5.6788,0.783804333261876,0.35672472506752695,46.23124238,-119.9994858,78018972,76354,7172,10.64612381,0.090566142,0.244104191,10.6278626,-0.092557252,485.0137264,0.409865345,-0.334349739,1.259352805,0.467445379,0.014595832,0.014242599,0.417487685,513.8253355,5240,2291,614,432,887,86,9,124,365,115,155,83,23,7,23,13,2,1,10,88,227,565,2576,387,1063,215,119,43.721374045801525,11.717557251908397,8.244274809160306,16.927480916030536,1.6412213740458017,0.1717557251908397,2.366412213740458,6.965648854961833,2.1946564885496183,2.9580152671755724,1.583969465648855,0.4389312977099237,0.13358778625954199,0.4389312977099237,0.2480916030534351,0.03816793893129771,0.019083969465648856,0.19083969465648853,1.6793893129770994,4.33206106870229,10.782442748091603,49.16030534351145,7.385496183206107,20.286259541984734,4.103053435114504,2.2709923664122136,153.7171554,163.9728,1.2180905758973284e-5,12.33,1.1784680609247176,0.03157974274055862,0.17163342475786506,2.1,0.43
RC2_0006,YRB,6,T07,2021-04-21,Yakima,Yakima at Kiona,Spring,NA,4,Spring,2,7,879.9867,11.61989975,1055.297974,486.4767,8.6454,8.6454,14144.7249,0.00171943,0.7,0.05,0.06,30.94,11.42,0.89,0.57,0.21,1.47,20.0267,1.4353,0.3616,0.0113,0.9191,0.0025,18.198,17.846800000000002,32.61,5.6001,0.8001971394727153,0.3641854126913259,46.25346748,-119.4780794,78018963,79601,7445,10.69187374,0.092982133,0.246200745,10.63994115,-0.032916513,485.2203232,0.410032744,-0.321623905,1.255907776,0.469441353,0.016034292,0.014265292,0.454491374,511.1722148,5438,2300,655,459,927,88,9,146,399,112,167,95,24,8,23,13,3,1,9,99,257,609,2639,410,1056,237,131,42.294961382861345,12.044869437293123,8.440603162927546,17.046708348657592,1.6182420007355647,0.16550202280250093,2.6848105921294594,7.337256344244207,2.0595807282089003,3.070981978668628,1.746965796248621,0.4413387274733358,0.1471129091577786,0.42294961382861346,0.23905847738139022,0.055167340934166975,0.018389113644722326,0.16550202280250093,1.8205222508275103,4.726002206693638,11.198970209635895,48.52887090842221,7.539536594336154,19.41890400882677,4.358219933799191,2.408973887458625,169.5204046,186.912,1.3214254877449049e-5,13.57,1.255462252416101,0.03441409135467727,0.19361695526750863,2.16,0.48
RC2_0007,YRB,7,T06,2021-04-28,Yakima,American River,Spring,NA,4,Spring,2,3,1463.5289,11.6548996,1110.344971,1032.4096,11.9232,11.9232,206.2035,0.01734268,0.16,0.04,0.06,65.64,0,1.32,0.09,0.01,0.19,0.6106,0.2634,0.2271,0,1.1919,0,8.7143,6.0392,63.6134,12.4812,0.3704772293507617,0.16861145336354538,46.97761606,-121.168696,78017752,67670,6836,9.89906378,0.093183957,0.242211878,10.51805469,0.009601336,483.2463776,0.415559216,-0.350477927,1.266724865,0.464609131,0.015736089,0.015559271,0.395291202,508.6732253,4791,2098,600,402,738,85,7,131,323,113,145,76,19,10,21,11,2,1,9,85,225,525,2238,329,1067,173,149,43.7904404091004,12.523481527864746,8.3907326236693809,15.403882279273637,1.7741598831141725,0.1461072844917554,2.734293466917136,6.741807555833855,2.358589021081194,3.026508035900647,1.5863076601962012,0.3965769150490503,0.2087246921310791,0.4383218534752661,0.229597161344187,0.04174493842621582,0.02087246921310791,0.18785222291797118,1.7741598831141725,4.69630557294928,10.958046336881653,46.7125860989355,6.867042371112503,22.27092465038614,3.6109371738676685,3.109997912753079,18.20223721,13.36704,6.482450588860034e-5,4.53,0.655467596634691,0.01839099351098101,0.02127979756570992,0.82,0.14
RC2_0008,YRB,8,T05P,2021-04-28,Yakima,Little Naches at Nile,Spring,NA,4,Spring,2,4,1311.284,11.59490013,1144.499023,1028.1392,1.2276,1.2276,383.8644,0.0055638,0.05,0,0.05,78.14,0,0.73,0.04,0.02,0.18,1.4189,0.4091,0.2785,0,0.8758,0,4.9534,9.9812,51.3773,9.8441,0.25247148429917055,0.11490472430690335,46.74573,-120.76808,78018214,71690,7350,9.753741497,0.102040191,0.261362023,11.67168511,0.434246327,510.6076686,0.436004826,-0.289585259,1.219561523,0.467376206,0.013628168,0.013270999,0.453078302,539.6418913,5513,2449,694,516,761,95,7,97,443,127,159,82,24,8,21,14,4,1,11,119,167,506,2741,474,1051,275,180,44.4222746236169,12.588427353528026,9.359695265735535,13.80373662252857,1.723199709776891,0.1269726101940867,1.759477598403773,8.035552330854344,2.303645927807002,2.8840921458371125,1.4873934337021586,0.43533466352258293,0.14511155450752766,0.3809178305822601,0.2539452203881734,0.07255577725376383,0.018138944313440958,0.19952838744785054,2.158534373299474,3.02920370034464,9.178305822601125,49.718846363141665,8.597859604571013,19.064030473426445,4.988209686196264,3.2650099764193725,51.88158144,112.20384,2.9230071869128785e-4,5.13,0.9584348932040816,0.01917198104304894,0.04324205635075595,1.75,0.15
RC2_0009,YRB,9,T42,2021-04-28,Yakima,Naches River Craig Road 2,Spring,NA,4,Spring,2,6,1314.7796,11.64489937,1346.25,1028.5995,10.44,10.44,2465.9001,0.00603894,0.86,0.01,0.06,70.8,0.25,0.96,0.14,0.03,0.5,1.5408,0.7453,0.3026,4e-4,1.0333,0.0016,6.424,16.0442,41.3047,6.5142,0.388459130031949,0.17679536904820764,46.9875,-121.09861,78017687,72293,7111,10.16636197,0.094338045,0.258315094,11.4488764,0.133333333,505.3760149,0.431607114,-0.275420079,1.219318548,0.474974999,0.01377303,0.013261109,0.427763819,535.2081425,5340,2474,599,524,701,88,4,84,429,108,163,89,26,8,20,10,3,1,9,106,169,551,2701,390,1001,260,162,46.32958801498127,11.217228464419476,9.812734082397004,13.127340823970037,1.647940074906367,0.0749063670411985,1.5730337078651686,8.03370786516854,2.0224719101123596,3.052434456928839,1.6666666666666667,0.48689138576779023,0.149812734082397,0.37453183520599254,0.18726591760299627,0.05617977528089888,0.018726591760299626,0.16853932584269662,1.9850187265917603,3.1647940074906367,10.318352059925093,50.58052434456929,7.303370786516854,18.745318352059925,4.868913857677903,3.033707865168539,23.62773146,24.544944,9.953746301401263e-6,8.47,0.7089070902559226,0.0241663471281279,0.03356081307885806,1.49,NA
RC2_0010,YRB,10,T03,2021-04-28,Yakima,Yakima at Union Gap,Spring,NA,4,Spring,2,7,1030.176,11.06999969,257.7569885,674.3999,0.3294,0.3294,8977.0689,8.4745e-4,0.93,0.05,0.08,41.44,3.48,0.78,0.2,0.24,1.45,20.511,1.3432,0.3254,0.0113,1.0067,0.0028,19.5435,19.0051,35.0875,5.1981,0.661078420076701,0.30086975491515394,46.53429376,-120.4672855,78018211,73645,7046,10.45202952,0.092530026,0.249324768,10.81122352,-0.008016797,490.7971776,0.418689522,-0.30109706,1.242211363,0.473346744,0.015539387,0.014341842,0.448671498,515.7635325,5239,2301,618,487,789,94,5,109,383,116,170,90,23,9,22,10,3,1,9,98,224,607,2476,402,1029,248,155,43.920595533498755,11.796144302347775,9.295667112044283,15.060125978240121,1.794235541133804,0.09543806069860661,2.080549723229624,7.310555449513266,2.2141630082076733,3.2448940637526245,1.7178850925749187,0.43901507921359034,0.1717885092574919,0.4199274670738691,0.19087612139721322,0.057262836419163965,0.019087612139721318,0.1717885092574919,1.8705859896926895,4.275625119297575,11.58618056881084,47.26092765794999,7.673220080167971,19.64115289177324,4.733727810650888,2.9585798816568047,101.7243533,204.1872,2.2745419721575268e-5,11.63,1.0680317890858524,0.03008406290310832,0.1193894646023975,1.61,0.2
RC2_0011,YRB,11,T02,2021-04-28,Yakima,Yakima at Mabton,Spring,NA,4,Spring,2,7,904.5658,11.14989948,260.2550049,503.1249,53.6166,53.6166,13461.462,4.0288e-4,0.7,0.05,0.07,32.51,9.84,0.93,0.58,0.21,1.42,19.2646,1.3932,0.355,0.0108,0.9292,0.0022,17.873,18.2332,33.1702,5.6788,0.783804333261876,0.35672472506752695,46.23124238,-119.9994858,78018972,75992,7364,10.31939163,0.097656284,0.254501274,11.09184596,0.32073766,494.6908758,0.420612515,-0.304750856,1.234556103,0.465731664,0.015634281,0.013907439,0.476576056,520.8985666,5531,2472,670,481,783,93,6,133,427,127,164,93,24,9,23,12,4,1,9,100,219,662,2563,477,1037,286,187,44.69354547098174,12.113541854999097,8.696438257096366,14.156572048454166,1.68143192912674,0.10847947929849937,2.4046284577834025,7.720122943409871,2.296148978484903,2.9651057674923162,1.68143192912674,0.43391791719399747,0.16271921894774904,0.4158380039775809,0.21695895859699874,0.07231965286566625,0.01807991321641656,0.16271921894774904,1.807991321641656,3.9595009943952273,11.968902549267764,46.33881757367565,8.6241186042307,18.748870005423974,5.1708551798951365,3.380943771469897,156.4470456,141.6,1.051891689030508e-5,13.33,1.1784680609247176,0.03384633022305387,0.1872189887650899,1.87,0.38
RC2_0012,YRB,12,T07,2021-04-28,Yakima,Yakima at Kiona,Spring,NA,4,Spring,2,7,879.9867,11.61989975,1055.297974,486.4767,8.6454,8.6454,14144.7249,0.00171943,0.7,0.05,0.06,30.94,11.42,0.89,0.57,0.21,1.47,20.0267,1.4353,0.3616,0.0113,0.9191,0.0025,18.198,17.846800000000002,32.61,5.6001,0.8001971394727153,0.3641854126913259,46.25346748,-119.4780794,78018963,75777,7242,10.46354598,0.094310092,0.248298254,10.83955842,0.110947562,491.3095206,0.415693433,-0.311528746,1.245525464,0.468533813,0.016124382,0.014225091,0.451631702,516.028233,5435,2383,628,468,876,96,4,114,408,121,168,92,24,7,21,12,3,1,9,97,246,676,2518,428,1056,245,169,43.84544618215271,11.55473781048758,8.610855565777369,16.11775528978841,1.766329346826127,0.07359705611775529,2.097516099356026,7.50689972401104,2.2263109475620975,3.091076356945722,1.6927322907083715,0.44158233670653174,0.12879484820607176,0.38638454461821525,0.22079116835326587,0.05519779208831647,0.01839926402943882,0.1655933762649494,1.7847286108555658,4.52621895124195,12.437902483900643,46.32934682612696,7.8748850045998156,19.429622815087395,4.507819687212511,3.109475620975161,174.6020299,146.1312,1.0331144722369258e-5,15.13,1.255462252416101,0.03834396208609789,0.22219351218236957,1.98,0.48
